acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs
4687,WV,26571,Associates,3577,10011791,10,0.1416,-1.95,114,68,13,1
4688,MI,48204,Associates,4002,01019409,1,0.9989,0,139,66,59,2
4689,MN,56093,Discover,2782,06012689,6,0.8921,-0.11,133,94,17,1
4690,CA,90501,Chase,3780,06012668,6,0.5046,-0.68,121,95,70,1
4691,IL,60632,Discover,3808,01019360,1,0.1483,-1.91,119,86,35,2
4692,FL,32920,Chase_Rev,8786,07012422,7,0.6529,-0.43,96,14,19,1
4693,NY,14901,Bank_Of_Am,3969,01015143,1,0.5387,-0.62,120,91,31,3
4694,IL,60422,Chase,1711,03013416,3,0.1084,-2.22,123,64,30,5
4695,NC,28630,Chase_Rev,3995,02014431,2,0.3740,-0.98,142,97,134,2
4696,NY,10523,Discover,2096,02014458,2,0.3491,-1.05,137,44,84,17
4697,OK,73762,Chase,1628,03013590,3,0.1276,-2.06,139,30,82,3
4698,VA,22204,Bank_Of_Am,1921,01016699,1,0.4965,-0.7,131,79,4,1
4699,GA,30087,Discover,2127,04013272,4,0.5865,-0.53,92,54,55,14
4700,NC,28212,Chase_Rev,6580,02013763,2,0.5482,-0.6,119,21,28,3
4701,TN,37922,Chase,2323,04013134,4,0.8766,-0.13,136,61,62,1
4702,CA,94960,Bank_Of_Am,6027,01019058,1,0.2576,-1.36,100,28,112,2
4703,NY,11412,Discover,3700,01019440,1,0.8022,-0.22,135,22,56,1
4704,KY,40284,Discover,4295,06012722,6,0.7982,-0.23,135,56,362,1
4705,TN,37914,Discover,1662,03013532,3,0.0996,-2.31,123,30,99,1
4706,CA,94523,Bank_Of_Am,2595,05012805,5,0.2098,-1.56,126,70,111,5
4707,AR,72801,Discover,1667,05012788,5,0.1921,-1.65,130,98,17,2
4708,OH,43440,Discover,1638,03013585,3,0.1170,-2.15,101,88,86,2
4709,TX,78249,Wells,1157,06012724,6,0.1746,-1.75,122,55,5,1
4710,TX,79907,Wells,2019,08012271,8,0.3616,-1.02,109,61,166,1
4711,AZ,85704,Discover,6450,10011781,10,0.6191,-0.48,116,12,107,1
4712,CA,94612,Wells,8689,01016054,1,0.9341,-0.07,120,64,262,2
4713,CA,92868,Wells,1712,04013038,4,0.7111,-0.34,111,26,46,8
4714,CA,90006,Wells,1813,05012977,5,0.8952,-0.11,129,55,103,7
4715,NY,10457,Wells,3003,08012328,8,0.1977,-1.62,105,78,287,3
4716,MI,48045,Discover,5085,04013029,4,0.0325,-3.43,133,99,120,1
4717,VA,23860,Discover,3220,04013091,4,0.4475,-0.8,138,58,43,5
4718,NJ,07047,Bank_Of_Am,2762,02013765,2,0.8799,-0.13,138,50,82,1
4719,DE,19904,Discover,3342,03013475,3,0.3672,-1,103,44,9,1
4720,CA,90044,Bank_Of_Am,743,06922192,6,0.4469,-0.81,137,88,94,9
4721,IL,61817,Discover,7418,10011786,10,0.4676,-0.76,123,9,2,1
4722,CA,92553,Bank_Of_Am,2630,03013565,3,0.7236,-0.32,132,55,150,1
4723,NC,27603,Bank_Of_Am,2321,01014879,1,0.5387,-0.62,126,74,158,2
4724,FL,34983,Bank_Of_Am,4849,09011985,9,0.5480,-0.6,121,68,42,7
4725,FL,33415,Chase,613,06922492,6,0.5132,-0.67,121,37,24,1
4726,NJ,07304,Chase,5609,05012835,5,0.1679,-1.78,111,61,124,1
4727,NE,68853,Discover,4314,01015209,1,0.7319,-0.31,110,44,15,2
4728,TN,37166,Discover,8257,08012184,8,0.1658,-1.8,124,2,81,1
4729,TX,79372,Associates,1915,08012143,8,0.8812,-0.13,106,4,35,3
4730,CA,95828,Wells,2163,01014928,1,0.8863,-0.12,115,80,96,4
4731,CA,90026,Wells,1168,06012642,6,0.6323,-0.46,135,93,211,1
4732,IL,60203,Associates,1756,02014490,2,0.1859,-1.68,93,65,438,1
4733,VA,23508,Discover,2042,01016228,1,0.3528,-1.04,126,45,42,8
4734,KS,67601,Discover,3885,03013532,3,0.0629,-2.77,117,78,16,4
4735,MS,39564,Discover,3706,01017111,1,0.4266,-0.85,87,64,15,2
4736,CA,90660,Associates,1943,01016870,1,0.2274,-1.48,108,1,107,3
4737,MI,48208,Associates,1563,03013608,3,0.7025,-0.35,127,8,56,5
4738,MI,49721,Discover,1417,01015453,1,0.9140,-0.09,105,23,234,2
4739,WV,26037,Discover,5169,03013437,3,0.5698,-0.56,144,48,107,2
4740,CA,91335,Wells,1405,06012601,6,0.5962,-0.52,114,40,294,1
4741,FL,33266,Discover,4478,06012688,6,0.3248,-1.12,113,76,82,1
4742,PA,16947,Chase,1709,08000000,8,0.3161,-1.15,125,44,127,3
4743,CA,93726,Bank_Of_Am,2033,02014238,2,0.3703,-0.99,137,70,99,1
4744,MD,21218,Discover,2197,01016467,1,0.0042,-5.46,114,5,91,13
4745,MD,20877,Discover,4996,06012577,6,0.4832,-0.73,136,36,40,2
4746,CA,92804,Bank_Of_Am,7495,10011256,10,0.9056,-0.1,79,94,38,1
4747,PA,15475,Discover,7036,05013006,5,0.0961,-2.34,128,89,145,3
4748,LA,70071,Discover,1831,02014091,2,0.3703,-0.99,107,73,121,1
4749,MN,55426,Discover,1551,05012879,5,0.8374,-0.18,108,57,45,5
4750,NY,14611,Discover,1715,01015065,1,0.0988,-2.32,135,53,94,2
4751,WA,98375,Discover,3557,08012324,8,0.8526,-0.16,128,22,80,1
4752,CA,94954,Bank_Of_Am,7742,10011676,10,0.0655,-2.73,122,96,49,3
4753,OH,45068,Discover,3433,02014606,2,0.0302,-3.5,129,79,109,3
4754,PA,19056,Associates,3357,04013262,4,0.7294,-0.32,125,31,27,1
4755,SD,57701,Bank_Of_Am,7142,10011497,10,0.5677,-0.57,84,55,106,1
4756,FL,32780,Wells,3023,01015683,1,0.6993,-0.36,123,25,31,10
4757,OH,45846,Discover,6065,01016383,1,0.4095,-0.89,105,21,103,8
4758,VA,23805,Bank_Of_Am,1152,02013897,2,0.9822,-0.02,134,67,173,1
4759,FL,32233,Discover,6142,08012329,8,0.2572,-1.36,101,21,83,3
4760,PA,19567,Bank_Of_Am,5881,02014588,2,0.2265,-1.48,103,43,125,1
4761,TX,75494,Bank_Of_Am,7671,10010119,10,0.5671,-0.57,92,67,4,1
4762,FL,32304,Discover,1467,01015708,1,0.8500,-0.16,107,43,57,2
4763,TX,77053,Chase,2204,09012000,9,0.7911,-0.23,140,93,60,2
4764,TX,75248,Associates,11262,10011057,10,0.5988,-0.51,134,43,101,5
4765,CA,95829,Associates,1871,05013002,5,0.3279,-1.12,116,27,94,3
4766,MI,48212,Chase,2497,03013296,3,0.6027,-0.51,98,66,30,2
4767,OH,44505,Chase,3150,04013175,4,0.2713,-1.3,124,88,39,1
4768,OH,45206,Chase_Rev,1993,04013279,4,0.3692,-1,119,39,90,1
4769,NV,89014,Wells,387,03013301,3,0.3784,-0.97,72,14,14,1
4770,NE,69337,Discover,1666,07012463,7,0.7611,-0.27,117,46,36,5
4771,CA,93654,Wells,3455,05012802,5,0.8804,-0.13,138,5,70,1
4772,ID,83703,Bank_Of_Am,6705,01015161,1,0.8220,-0.2,122,38,89,6
4773,FL,33142,Chase_Rev,4503,04013239,4,0.0003,-7.96,90,41,176,4
4774,VA,23834,Associates,1521,03013504,3,0.5101,-0.67,112,36,12,1
4775,FL,33441,Chase,1632,02014035,2,0.0308,-3.48,140,89,732,1
4776,AR,72543,Associates,1212,07012512,7,0.2080,-1.57,148,89,195,2
4777,PA,16101,Discover,1735,01015367,1,0.2645,-1.33,122,14,243,1
4778,CA,90744,Wells,1290,04013214,4,0.3320,-1.1,130,5,62,3
4779,AL,35810,Discover,2361,01015337,1,0.4345,-0.83,134,44,38,3
4780,CA,93434,Bank_Of_Am,454,08012321,8,0.7856,-0.24,108,77,4,1
4781,NC,27591,Chase,6374,03013659,3,0.3369,-1.09,142,11,148,2
4782,CA,92780,Bank_Of_Am,7859,09011897,9,0.8738,-0.13,117,8,25,4
4783,CA,92069,Wells,1550,03013370,3,0.4171,-0.87,118,56,36,1
4784,WA,98844,Bank_Of_Am,10181,05012781,5,0.4944,-0.7,131,56,18,10
4785,SC,29142,Discover,3023,01016287,1,0.4609,-0.77,111,5,124,2
4786,TX,79403,Bank_Of_Am,1965,01017957,1,0.9227,-0.08,141,30,47,13
4787,CA,90026,Wells,2310,06012758,6,0.9158,-0.09,140,50,47,2
4788,NJ,08816,Discover,2358,01019484,1,0.2749,-1.29,133,55,34,8
4789,CA,90278,Wells,5068,01016949,1,0.6617,-0.41,116,18,39,4
4790,NY,11365,Chase,2021,03013451,3,0.7350,-0.31,130,56,60,2
4791,WV,26269,Chase,953,03013619,3,0.1212,-2.11,138,13,174,3
4792,MA,02118,Discover,8542,09012031,9,0.5709,-0.56,139,22,45,1
4793,CA,91335,Chase,7713,09011902,9,0.3334,-1.1,126,22,64,2
4794,KY,42066,Chase,3310,05012925,5,0.2259,-1.49,113,58,37,1
4795,WA,98406,Wells,2538,08012291,8,0.8638,-0.15,120,47,31,3
4796,NJ,08030,Chase,4955,08000000,8,0.4277,-0.85,121,44,79,1
4797,CA,90650,Chase_Rev,2327,03013507,3,0.4663,-0.76,97,16,35,13
4798,MN,56031,Discover,1401,01015794,1,0.5379,-0.62,139,96,299,3
4799,NY,10453,Discover,1546,01016624,1,0.5725,-0.56,121,44,95,2
4800,CA,92064,Chase,3098,06012611,6,0.5153,-0.66,143,79,61,1
4801,AZ,85284,Bank_Of_Am,2680,08000000,8,0.5462,-0.6,120,95,396,1
4802,TN,38301,Associates,718,02013756,2,0.3931,-0.93,128,28,239,1
4803,TN,37640,Associates,4144,07012518,7,0.3954,-0.93,123,81,102,1
4804,TX,75750,Discover,1969,09012081,9,0.1319,-2.03,129,56,105,3
4805,MI,48204,Bank_Of_Am,2171,01015729,1,0.0042,-5.48,136,91,47,3
4806,TX,76086,Discover,866,09012006,9,0.4273,-0.85,127,76,32,8
4807,NJ,08016,Bank_Of_Am,1402,01016084,1,0.2852,-1.25,120,7,30,1
4808,NY,11203,Chase,3313,08012285,8,0.0222,-3.81,121,54,166,6
4809,CA,93727,Bank_Of_Am,678,01019509,1,0.3530,-1.04,137,67,79,1
4810,SC,29078,Bank_Of_Am,5519,05012976,5,0.9973,0,127,55,44,1
4811,CA,94560,Bank_Of_Am,4542,07012507,7,0.4366,-0.83,118,74,19,1
4812,CA,91709,Discover,2022,09012076,9,0.7401,-0.3,108,60,8,6
4813,TX,75701,Discover,1553,03013665,3,0.3208,-1.14,134,86,24,2
4814,CA,91748,Bank_Of_Am,1742,01019400,1,0.2896,-1.24,108,6,2,1
4815,CA,90034,Wells,1606,03013330,3,0.1041,-2.26,108,74,72,3
4816,CA,95035,Wells,1831,04013073,4,0.6173,-0.48,146,59,416,2
4817,FL,33873,Associates,3635,04013086,4,0.8931,-0.11,130,78,26,9
4818,NC,27105,Associates,1534,02013930,2,0.7624,-0.27,96,57,62,3
4819,AL,35645,Wells,4494,01016883,1,0.6186,-0.48,129,25,88,4
4820,CA,93454,Wells,3211,01014778,1,0.6492,-0.43,115,40,10,2
4821,CA,92276,Chase_Rev,3285,06012723,6,0.2525,-1.38,97,5,38,2
4822,TX,77077,Discover,9529,10011848,10,0.5925,-0.52,137,26,41,9
4823,VA,23927,Associates,3528,06012708,6,0.9782,-0.02,100,2,55,3
4824,FL,33162,Wells,2604,01019505,1,0.8049,-0.22,132,11,10,1
4825,CA,90068,Wells,11296,02014086,2,0.8020,-0.22,145,93,108,6
4826,NC,28572,Wells,803,01015130,1,0.9711,-0.03,117,84,227,1
4827,FL,32082,Chase,1942,02013767,2,0.9808,-0.02,148,51,21,1
4828,NE,69140,Bank_Of_Am,1140,02013911,2,0.5517,-0.59,109,31,184,1
4829,MI,48867,Discover,3300,08012205,8,0.3871,-0.95,82,34,28,7
4830,NY,14206,Chase_Rev,7339,08012326,8,0.4574,-0.78,124,80,20,1
4831,CA,91752,Wells,3095,02014460,2,0.7546,-0.28,138,95,133,1
4832,IN,46807,Associates,3445,05012773,5,0.1875,-1.67,125,48,37,3
4833,CA,90047,Wells,2280,04013028,4,0.8197,-0.2,92,10,58,3
4834,NJ,08201,Chase,1612,03013382,3,0.4738,-0.75,119,24,27,11
4835,FL,33073,Discover,6470,05012922,5,0.0095,-4.65,147,17,56,11
4836,LA,71111,Chase,2413,02014078,2,0.6376,-0.45,103,45,43,2
4837,FL,34986,Discover,3512,01016914,1,0.8974,-0.11,139,12,36,1
4838,VA,23224,Discover,1964,01015790,1,0.6503,-0.43,142,9,79,10
4839,CA,92653,Associates,574,08000000,8,0.7369,-0.31,133,19,5,1
4840,CA,91710,Bank_Of_Am,1603,01015026,1,0.7016,-0.35,121,15,37,3
4841,CA,92243,Wells,9671,02013760,2,0.9723,-0.03,132,37,234,2
4842,OH,45238,Discover,4721,01016212,1,0.7552,-0.28,136,80,11,2
4843,CA,94509,Wells,1725,01925816,1,0.0986,-2.32,144,85,48,7
4844,AK,99645,Bank_Of_Am,4139,03013645,3,0.3251,-1.12,123,71,1,1
4845,NC,27405,Associates,1722,01014826,1,0.6773,-0.39,130,69,87,4
4846,OR,97520,Wells,1108,01016579,1,0.9908,-0.01,113,11,7,2
4847,VA,23410,Bank_Of_Am,2339,04013220,4,0.8759,-0.13,95,9,67,1
4848,AL,35650,Discover,4346,01015506,1,0.9353,-0.07,83,12,114,5
4849,MI,48867,Discover,3147,04013212,4,0.3354,-1.09,133,68,68,3
4850,CA,94903,Bank_Of_Am,3312,01016203,1,0.1991,-1.61,140,26,39,7
4851,AZ,85381,Wells,1097,07012414,7,0.3405,-1.08,95,83,335,5
4852,MI,48701,Discover,4059,02014045,2,0.9346,-0.07,104,15,14,6
4853,CA,95116,Chase,3451,06012696,6,0.4715,-0.75,83,90,66,4
4854,CA,94558,Wells,4347,04013097,4,0.2652,-1.33,124,69,134,3
4855,LA,71006,Wells,1660,03013461,3,0.6739,-0.39,143,82,58,1
4856,IL,60050,Chase_Bony,4666,05012869,5,0.3557,-1.03,127,79,142,1
4857,OH,45213,Bank_Of_Am,4383,01017989,1,0.4030,-0.91,140,58,30,4
4858,TX,77084,Discover,4535,10011596,10,0.6218,-0.48,138,85,74,6
4859,PA,19141,Wells,2459,01018467,1,0.7909,-0.23,143,69,45,4
4860,CA,95076,Wells,2075,04013028,4,0.6996,-0.36,144,59,60,1
4861,MS,39046,Associates,2015,07012504,7,0.6862,-0.38,138,87,141,3
4862,OK,73105,Discover,6495,01015396,1,0.4576,-0.78,132,46,89,2
4863,PA,16341,Bank_Of_Am,325,01015140,1,0.1993,-1.61,139,64,149,1
4864,TX,76354,Wells,3304,10011671,10,0.8511,-0.16,116,53,85,2
4865,PA,16678,Chase_Rev,1193,04013018,4,0.0600,-2.81,115,23,116,1
4866,WA,98125,Bank_Of_Am,497,07012388,7,0.4549,-0.79,126,29,57,2
4867,NJ,08070,Discover,4035,01019402,1,0.8301,-0.19,117,51,26,1
4868,CA,95076,Wells,1681,04013034,4,0.1516,-1.89,134,59,36,1
4869,CA,90065,Wells,2199,01019189,1,0.8888,-0.12,131,38,82,1
4870,LA,70403,Associates,2929,05013001,5,0.9696,-0.03,118,53,15,2
4871,PA,15122,Chase_Rev,6898,07922077,7,0.8939,-0.11,123,15,52,1
4872,WA,99352,Discover,2161,07012440,7,0.9418,-0.06,133,46,250,3
4873,PA,16748,Discover,9689,10011865,10,0.4793,-0.74,133,92,2,1
4874,NC,27052,Discover,6157,01017261,1,0.1038,-2.26,118,35,118,3
4875,OH,44105,Associates,4544,05012930,5,0.1262,-2.07,98,11,54,1
4876,WI,53222,Chase_Rev,6357,09011897,9,0.3114,-1.17,115,83,32,1
4877,CO,80903,Chase,1919,04013228,4,0.7984,-0.23,140,37,112,16
4878,GA,31549,Associates,3408,03013535,3,0.1575,-1.85,139,37,92,12
4879,TX,78523,Bank_Of_Am,4652,04013138,4,0.5808,-0.54,99,11,239,3
4880,MA,01605,Chase_Rev,3430,04013203,4,0.7308,-0.31,120,88,28,1
4881,NC,27107,Associates,1215,01014923,1,0.8197,-0.2,125,12,190,6
4882,IL,61738,Wells,1630,02013730,2,0.8312,-0.18,134,66,53,6
4883,TX,76712,Discover,2689,10011723,10,0.0754,-2.59,108,55,16,2
4884,CA,90032,Discover,3795,09011966,9,0.9372,-0.06,90,84,16,4
4885,NC,28472,Associates,1994,02013945,2,0.4337,-0.84,112,89,24,1
4886,SC,29161,Discover,1832,01015672,1,0.5433,-0.61,86,97,102,1
4887,CA,90606,Bank_Of_Am,3709,01016071,1,0.5663,-0.57,130,94,66,1
4888,CA,95337,Wells,2956,01015023,1,0.1263,-2.07,88,71,91,5
4889,TX,77550,Bank_Of_Am,1640,06012629,6,0.8619,-0.15,118,12,96,3
4890,TX,77043,Discover,1933,08012161,8,0.1724,-1.76,98,29,72,1
4891,CA,90036,Wells_FIB,1893,01016664,1,0.0015,-6.48,122,34,9,2
4892,FL,33619,Chase,1722,03013517,3,0.4610,-0.77,137,37,79,10
4893,PA,15213,Discover,2719,04013220,4,0.0637,-2.75,136,76,45,3
4894,VA,23803,Chase,2311,04013203,4,0.7876,-0.24,125,86,140,8
4895,TX,75232,Chase,5482,10011434,10,0.1432,-1.94,134,94,11,4
4896,LA,70363,Discover,2722,01015264,1,0.3174,-1.15,147,12,66,6
4897,TX,77859,Chase,1166,08012289,8,0.9300,-0.07,124,43,6,1
4898,PA,19020,Chase,6222,05012918,5,0.6539,-0.42,114,45,138,2
4899,TX,75671,Discover,3699,01014870,1,0.6324,-0.46,122,34,31,9
4900,FL,33952,Wells,2126,06012763,6,0.9580,-0.04,107,59,22,6
4901,WA,98177,Bank_Of_Am,378,01019074,1,0.2288,-1.47,142,58,73,2
4902,OH,45426,Discover,3832,01016820,1,0.4614,-0.77,105,14,75,1
4903,AR,72132,Discover,3108,02925101,2,0.3609,-1.02,125,79,17,2
4904,AR,72472,Discover,1528,05012846,5,0.3444,-1.07,139,13,23,1
4905,PA,15147,Discover,2074,01019531,1,0.6596,-0.42,139,54,83,3
4906,IL,61554,Chase,2413,04013188,4,0.2427,-1.42,117,64,48,11
4907,IA,50321,Bank_Of_Am,4663,01018619,1,0.0756,-2.58,139,44,90,4
4908,CA,92115,Wells,1952,02014180,2,0.7129,-0.34,107,50,15,3
4909,AZ,85283,Bank_Of_Am,7321,10011739,10,0.2596,-1.35,133,29,226,6
4910,TN,37216,Discover,3298,04013153,4,0.1746,-1.74,116,45,75,2
4911,AR,72209,Discover,2808,08012320,8,0.1313,-2.03,140,47,124,2
4912,NE,68128,Associates,8024,10011524,10,0.6289,-0.46,138,83,15,2
4913,IN,47834,Associates,2861,01017478,1,0.5602,-0.58,100,56,67,4
4914,OH,45873,Discover,2130,04013148,4,0.3050,-1.19,95,32,124,2
4915,CA,94124,Associates,3304,05012791,5,0.7241,-0.32,114,66,29,1
4916,CT,06904,Discover,1729,01014934,1,0.5214,-0.65,119,86,92,5
4917,CA,90001,Discover,2631,04013119,4,0.6253,-0.47,125,10,49,2
4918,NY,10550,Bank_Of_Am,2932,03013384,3,0.1713,-1.76,118,42,29,1
4919,MO,63555,Associates,4254,04013094,4,0.5824,-0.54,121,82,18,3
4920,NY,10550,Discover,2054,01015359,1,0.8907,-0.12,142,72,78,2
4921,NY,11096,Associates,6131,06922315,6,0.4547,-0.79,131,82,15,6
4922,GA,31907,Associates,4495,01019392,1,0.2784,-1.28,141,41,153,5
4923,MI,49729,Discover,2469,02014121,2,0.7037,-0.35,91,39,77,1
4924,CA,94587,Wells,1948,01014871,1,0.7490,-0.29,86,77,66,4
4925,TX,77488,Wells,1822,02014580,2,0.9042,-0.1,101,1,58,1
4926,SC,29673,Associates,6280,07012451,7,0.2775,-1.28,83,83,77,3
4927,LA,70805,Chase,1346,08000000,8,0.1464,-1.92,109,28,118,2
4928,WV,25649,Associates,907,01019522,1,0.9847,-0.02,127,26,95,4
4929,TX,77016,Wells,4053,01015384,1,0.2370,-1.44,113,21,56,1
4930,IN,46615,Discover,2053,01017298,1,0.5140,-0.67,127,87,102,2
4931,CA,95992,Discover,5221,10011554,10,0.2293,-1.47,124,8,26,3
4932,FL,33021,Chase,1693,03013603,3,0.6957,-0.36,127,36,257,2
4933,PA,16507,Discover,1074,06012769,6,0.8291,-0.19,128,37,7,3
4934,CT,06074,Chase,7422,08000000,8,0.6830,-0.38,131,27,45,1
4935,KY,42103,Wells,3558,04013012,4,0.9327,-0.07,114,68,10,5
4936,OR,97201,Wells_FIB,6641,04923104,4,0.4032,-0.91,134,49,64,1
4937,CA,90701,Bank_Of_Am,5425,06012668,6,0.2456,-1.4,118,72,24,2
4938,NC,28586,Associates,1665,02013981,2,0.0192,-3.95,115,5,1,1
4939,CA,95616,Wells,622,02014260,2,0.2963,-1.22,142,64,92,1
4940,CA,92127,Wells,1775,03013576,3,0.2068,-1.58,98,11,47,6
4941,NJ,08401,Discover,2173,04013243,4,0.9845,-0.02,116,91,36,1
4942,CA,90045,Discover,10122,10010178,10,0.0547,-2.91,95,9,46,12
4943,CA,91436,Associates,8235,10011773,10,0.9598,-0.04,144,20,347,1
4944,LA,70401,Chase_Rev,3062,03013292,3,0.6964,-0.36,127,80,116,1
4945,CA,94579,Wells,1336,04013095,4,0.4382,-0.83,108,38,24,2
4946,GA,30318,Discover,3560,04013280,4,0.3314,-1.1,79,72,47,6
4947,CA,90032,Bank_Of_Am,1656,01927690,1,0.1818,-1.7,103,83,111,2
4948,CA,92780,Wells,1461,03013426,3,0.3833,-0.96,129,48,46,3
4949,VA,23508,Chase,4207,03013318,3,0.3227,-1.13,141,78,84,4
4950,PA,15012,Bank_Of_Am,3915,02924684,2,0.3745,-0.98,116,51,143,1
4951,CA,92110,Wells,1210,02013849,2,0.4413,-0.82,108,31,9,1
4952,MI,48212,Associates,1351,01016181,1,0.7438,-0.3,132,52,59,1
4953,NV,89128,Discover,1772,10011596,10,0.2216,-1.51,121,36,9,3
4954,TX,77388,Discover,6540,01016190,1,0.0236,-3.75,118,1,103,7
4955,CA,93446,Associates,6588,02014352,2,0.7884,-0.24,102,28,109,10
4956,CT,06040,Associates,4959,01015590,1,0.8142,-0.21,143,2,55,1
4957,NY,11040,Discover,2923,05013008,5,0.8418,-0.17,135,18,135,4
4958,MA,01879,Associates,3651,01016285,1,0.8641,-0.15,94,69,39,1
4959,LA,71449,Discover,5832,05012815,5,0.6078,-0.5,135,54,17,1
4960,LA,70118,Chase,1862,02013755,2,0.2676,-1.32,129,4,12,2
4961,CA,94520,Wells,1714,04013273,4,0.2832,-1.26,115,85,36,3
4962,NJ,07513,Discover,1926,01015169,1,0.1042,-2.26,113,33,23,5
4963,GA,30601,Wells,1948,02013868,2,0.7911,-0.23,132,94,28,2
4964,CA,92881,Bank_Of_Am,2000,07012443,7,0.0699,-2.66,135,54,46,1
4965,PA,18651,Chase_Rev,1740,01927986,1,0.0762,-2.57,121,62,36,2
4966,LA,70452,Associates,2154,01015855,1,0.9589,-0.04,119,98,45,1
4967,IL,61364,Wells,2599,04013078,4,0.8330,-0.18,132,93,7,1
4968,FL,32114,Chase_Rev,4587,05012866,5,0.1101,-2.21,147,7,29,2
4969,CA,95111,Associates,3668,01018373,1,0.1146,-2.17,126,63,6,2
4970,NV,89108,Discover,4989,10011419,10,0.8369,-0.18,143,61,46,1
4971,CA,91325,Bank_Of_Am,849,04013138,4,0.9690,-0.03,113,1,59,8
4972,UT,84651,Discover,3319,10011645,10,0.3905,-0.94,143,51,4,1
4973,TX,75025,Bank_Of_Am,2676,09011956,9,0.3950,-0.93,139,15,31,4
4974,AZ,85747,Bank_Of_Am,3464,08012341,8,0.0838,-2.48,101,14,54,1
4975,CA,92115,Wells,2944,01014915,1,0.8084,-0.21,111,84,49,2
4976,IL,60559,Discover,4843,09011959,9,0.4381,-0.83,116,91,408,1
4977,FL,33462,Associates,1161,04013110,4,0.1523,-1.88,126,2,155,2
4978,TX,77036,Discover,1587,04013033,4,0.4998,-0.69,143,11,2,1
4979,MI,48051,Discover,1134,03013324,3,0.9415,-0.06,117,62,46,5
4980,MN,55122,Associates,4244,07012556,7,0.0751,-2.59,137,93,42,2
4981,FL,34691,Discover,5381,05012935,5,0.0086,-4.76,107,93,242,1
4982,OR,97266,Wells,3269,03013597,3,0.9524,-0.05,91,19,15,2
4983,CA,93705,Bank_Of_Am,1270,01019434,1,0.3098,-1.17,120,19,20,5
4984,NY,11236,Discover,1382,07012375,7,0.2632,-1.33,133,31,4,1
4985,MD,21113,Discover,2993,05012887,5,0.2220,-1.5,128,89,111,1
4986,HI,96732,Chase_Rev,2618,03013669,3,0.2180,-1.52,142,95,75,4
4987,MA,02188,Bank_Of_Am,1864,03013361,3,0.3224,-1.13,103,75,100,1
4988,CO,80127,Bank_Of_Am,1109,04013224,4,0.7306,-0.31,137,42,176,3
4989,PA,17101,Bank_Of_Am,2511,01016006,1,0.7634,-0.27,122,55,141,1
4990,AR,72335,Associates,398,02014733,2,0.2105,-1.56,133,27,65,10
4991,CA,94164,Wells,4646,09011965,9,0.4476,-0.8,146,25,2,1
4992,CA,91604,Wells,5757,10011799,10,0.3056,-1.19,127,32,4,1
4993,OH,44121,Discover,3278,01019461,1,0.8794,-0.13,97,6,82,5
4994,CA,94015,Wells,3189,03013298,3,0.9584,-0.04,97,94,57,8
4995,FL,34950,Chase,1017,08000000,8,0.1570,-1.85,123,11,41,2
4996,VA,24016,Associates,1734,03013405,3,0.3532,-1.04,113,98,58,1
4997,TX,75751,Discover,3166,10010156,10,0.2284,-1.48,124,21,41,1
4998,IL,61550,Associates,5307,07012389,7,0.7247,-0.32,138,87,528,1
4999,MI,48504,Associates,1478,06012752,6,0.5948,-0.52,144,68,30,13
5000,NJ,07206,Discover,4443,09012128,9,0.1779,-1.73,122,41,125,6
5001,NY,11207,Wells,2090,03013539,3,0.7026,-0.35,135,51,31,7
5002,NY,10304,Discover,1473,05922706,5,0.0547,-2.91,114,88,284,5
5003,PA,16137,Chase_Rev,863,03013382,3,0.1637,-1.81,141,71,341,1
5004,NJ,07305,Associates,3272,01015584,1,0.7070,-0.35,107,71,79,4
5005,AZ,85304,Wells,1978,03013358,3,0.2514,-1.38,148,7,46,2
5006,NY,14609,Discover,4157,01016324,1,0.3511,-1.05,92,34,30,12
5007,CT,06489,Bank_Of_Am,1879,03013426,3,0.3174,-1.15,80,62,216,9
5008,MD,21075,Bank_Of_Am,7878,08012248,8,0.6216,-0.48,90,53,114,3
5009,PA,18102,Discover,2689,01926426,1,0.3028,-1.19,123,68,25,1
5010,AZ,85734,Discover,1983,09011992,9,0.6884,-0.37,120,77,57,1
5011,IL,61342,Chase_Rev,972,04013068,4,0.9540,-0.05,110,84,22,2
5012,CA,93705,Chase,6027,09012008,9,0.5706,-0.56,123,69,28,2
5013,TN,37208,Discover,1709,04013270,4,0.7564,-0.28,87,69,266,2
5014,CA,94501,Bank_Of_Am,2482,06012654,6,0.0739,-2.6,132,78,93,4
5015,CA,94601,Bank_Of_Am,5113,09012138,9,0.8441,-0.17,82,99,238,2
5016,CA,90221,Wells,2046,06012738,6,0.1974,-1.62,102,34,65,1
5017,GA,30707,Associates,1429,09012068,9,0.2764,-1.29,117,83,39,14
5018,KY,42276,Associates,3042,04013164,4,0.0771,-2.56,128,30,73,8
5019,PA,16875,Associates,1267,02014742,2,0.8818,-0.13,111,72,90,1
5020,MD,21216,Chase,1655,03013630,3,0.0792,-2.54,112,97,125,6
5021,IA,52241,Wells,1644,03013311,3,0.6311,-0.46,136,5,52,2
5022,PA,17522,Bank_Of_Am,2317,01017292,1,0.1299,-2.04,125,70,28,1
5023,FL,33458,Discover,2581,04013246,4,0.8215,-0.2,118,86,35,1
